order_id,customer_id,store_id,order_date,payment_method,status,source_file,source_path,ingestion_time
ORD000001,C00023,ST002,10/07/2026 02:10:44,cod,pending,orders_20260710_023603.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023603.csv,2026-07-10 02:36:07
ORD000002,C00013,ST007,2026-07-10 02:28:52,e-wallet,pending,orders_20260710_023603.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023603.csv,2026-07-10 02:36:07
ORD000003,C00031,ST003,2026-07-10 02:15:01,qris,pending,orders_20260710_023603.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023603.csv,2026-07-10 02:36:07
ORD000004,C00032,ST006,2026-07-10 02:18:14,qris,completed,orders_20260710_023603.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023603.csv,2026-07-10 02:36:07
ORD000005,C00033,ST002,2026-07-10 01:58:32,e-wallet,pending,orders_20260710_023603.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023603.csv,2026-07-10 02:36:07
ORD000006,C00032,ST004,2026-07-10 02:06:46,credit_card,completed,orders_20260710_023603.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023603.csv,2026-07-10 02:36:07
ORD000007,C00014,ST005,2026-07-10 02:02:34,bank_transfer,pending,orders_20260710_023603.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023603.csv,2026-07-10 02:36:07
ORD000008,C00032,ST006,10/07/2026 01:48:53,cod,completed,orders_20260710_023603.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023603.csv,2026-07-10 02:36:07
ORD000009,C00004,ST007,10/07/2026 02:34:51,bank_transfer,pending,orders_20260710_023603.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023603.csv,2026-07-10 02:36:07
ORD000010,C00018,ST003,10/07/2026 02:07:05,cod,pending,orders_20260710_023603.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023603.csv,2026-07-10 02:36:07
ORD000011,C00014,ST001,10/07/2026 02:04:50,cod,completed,orders_20260710_023603.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023603.csv,2026-07-10 02:36:07
ORD000012,C00019,ST004,2026-07-10 01:54:38,credit_card,pending,orders_20260710_023603.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023603.csv,2026-07-10 02:36:07
ORD000013,C00003,ST006,10/07/2026 02:15:45,cod,pending,orders_20260710_023603.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023603.csv,2026-07-10 02:36:07
ORD000004,C00032,ST006,2026-07-10 02:18:14,qris,completed,orders_20260710_023603.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023603.csv,2026-07-10 02:36:07
ORD000006,C00032,ST004,2026-07-10 02:06:46,credit_card,completed,orders_20260710_023603.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023603.csv,2026-07-10 02:36:07
ORD000008,C00032,ST006,10/07/2026 01:48:53,cod,completed,orders_20260710_023603.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023603.csv,2026-07-10 02:36:07
ORD000011,C00014,ST001,10/07/2026 02:04:50,cod,completed,orders_20260710_023603.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023603.csv,2026-07-10 02:36:07
