order_id,customer_id,store_id,order_date,payment_method,status,source_file,source_path,ingestion_time
ORD000001,C00023,ST002,09/07/2026 08:18:45,cod,pending,orders_20260709_084404.csv,/opt/airflow/data/raw/ages/orders/orders_20260709_084404.csv,2026-07-09 09:34:35
ORD000002,C00013,ST007,2026-07-09 08:36:53,e-wallet,pending,orders_20260709_084404.csv,/opt/airflow/data/raw/ages/orders/orders_20260709_084404.csv,2026-07-09 09:34:35
ORD000003,C00031,ST003,2026-07-09 08:23:02,qris,pending,orders_20260709_084404.csv,/opt/airflow/data/raw/ages/orders/orders_20260709_084404.csv,2026-07-09 09:34:35
ORD000004,C00032,ST006,2026-07-09 08:26:15,qris,completed,orders_20260709_084404.csv,/opt/airflow/data/raw/ages/orders/orders_20260709_084404.csv,2026-07-09 09:34:35
ORD000005,C00033,ST002,2026-07-09 08:06:33,e-wallet,pending,orders_20260709_084404.csv,/opt/airflow/data/raw/ages/orders/orders_20260709_084404.csv,2026-07-09 09:34:35
ORD000006,C00032,ST004,2026-07-09 08:14:47,credit_card,completed,orders_20260709_084404.csv,/opt/airflow/data/raw/ages/orders/orders_20260709_084404.csv,2026-07-09 09:34:35
ORD000007,C00014,ST005,2026-07-09 08:10:35,bank_transfer,pending,orders_20260709_084404.csv,/opt/airflow/data/raw/ages/orders/orders_20260709_084404.csv,2026-07-09 09:34:35
ORD000008,C00032,ST006,09/07/2026 07:56:54,cod,completed,orders_20260709_084404.csv,/opt/airflow/data/raw/ages/orders/orders_20260709_084404.csv,2026-07-09 09:34:35
ORD000009,C00004,ST007,09/07/2026 08:42:52,bank_transfer,pending,orders_20260709_084404.csv,/opt/airflow/data/raw/ages/orders/orders_20260709_084404.csv,2026-07-09 09:34:35
ORD000010,C00018,ST003,09/07/2026 08:15:06,cod,pending,orders_20260709_084404.csv,/opt/airflow/data/raw/ages/orders/orders_20260709_084404.csv,2026-07-09 09:34:35
ORD000011,C00014,ST001,09/07/2026 08:12:51,cod,completed,orders_20260709_084404.csv,/opt/airflow/data/raw/ages/orders/orders_20260709_084404.csv,2026-07-09 09:34:35
ORD000012,C00019,ST004,2026-07-09 08:02:39,credit_card,pending,orders_20260709_084404.csv,/opt/airflow/data/raw/ages/orders/orders_20260709_084404.csv,2026-07-09 09:34:35
ORD000013,C00003,ST006,09/07/2026 08:23:46,cod,pending,orders_20260709_084404.csv,/opt/airflow/data/raw/ages/orders/orders_20260709_084404.csv,2026-07-09 09:34:35
ORD000004,C00032,ST006,2026-07-09 08:26:15,qris,completed,orders_20260709_084404.csv,/opt/airflow/data/raw/ages/orders/orders_20260709_084404.csv,2026-07-09 09:34:35
ORD000006,C00032,ST004,2026-07-09 08:14:47,credit_card,completed,orders_20260709_084404.csv,/opt/airflow/data/raw/ages/orders/orders_20260709_084404.csv,2026-07-09 09:34:35
ORD000008,C00032,ST006,09/07/2026 07:56:54,cod,completed,orders_20260709_084404.csv,/opt/airflow/data/raw/ages/orders/orders_20260709_084404.csv,2026-07-09 09:34:35
ORD000011,C00014,ST001,09/07/2026 08:12:51,cod,completed,orders_20260709_084404.csv,/opt/airflow/data/raw/ages/orders/orders_20260709_084404.csv,2026-07-09 09:34:35
