order_id,customer_id,store_id,order_date,payment_method,status,source_file,source_path,ingestion_time
ORD000001,C00023,ST002,10/07/2026 02:05:18,cod,pending,orders_20260710_023037.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023037.csv,2026-07-10 02:30:49
ORD000002,C00013,ST007,2026-07-10 02:23:26,e-wallet,pending,orders_20260710_023037.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023037.csv,2026-07-10 02:30:49
ORD000003,C00031,ST003,2026-07-10 02:09:35,qris,pending,orders_20260710_023037.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023037.csv,2026-07-10 02:30:49
ORD000004,C00032,ST006,2026-07-10 02:12:48,qris,completed,orders_20260710_023037.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023037.csv,2026-07-10 02:30:49
ORD000005,C00033,ST002,2026-07-10 01:53:06,e-wallet,pending,orders_20260710_023037.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023037.csv,2026-07-10 02:30:49
ORD000006,C00032,ST004,2026-07-10 02:01:20,credit_card,completed,orders_20260710_023037.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023037.csv,2026-07-10 02:30:49
ORD000007,C00014,ST005,2026-07-10 01:57:08,bank_transfer,pending,orders_20260710_023037.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023037.csv,2026-07-10 02:30:49
ORD000008,C00032,ST006,10/07/2026 01:43:27,cod,completed,orders_20260710_023037.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023037.csv,2026-07-10 02:30:49
ORD000009,C00004,ST007,10/07/2026 02:29:25,bank_transfer,pending,orders_20260710_023037.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023037.csv,2026-07-10 02:30:49
ORD000010,C00018,ST003,10/07/2026 02:01:39,cod,pending,orders_20260710_023037.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023037.csv,2026-07-10 02:30:49
ORD000011,C00014,ST001,10/07/2026 01:59:24,cod,completed,orders_20260710_023037.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023037.csv,2026-07-10 02:30:49
ORD000012,C00019,ST004,2026-07-10 01:49:12,credit_card,pending,orders_20260710_023037.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023037.csv,2026-07-10 02:30:49
ORD000013,C00003,ST006,10/07/2026 02:10:19,cod,pending,orders_20260710_023037.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023037.csv,2026-07-10 02:30:49
ORD000004,C00032,ST006,2026-07-10 02:12:48,qris,completed,orders_20260710_023037.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023037.csv,2026-07-10 02:30:49
ORD000006,C00032,ST004,2026-07-10 02:01:20,credit_card,completed,orders_20260710_023037.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023037.csv,2026-07-10 02:30:49
ORD000008,C00032,ST006,10/07/2026 01:43:27,cod,completed,orders_20260710_023037.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023037.csv,2026-07-10 02:30:49
ORD000011,C00014,ST001,10/07/2026 01:59:24,cod,completed,orders_20260710_023037.csv,/opt/airflow/data/raw/ages/orders/orders_20260710_023037.csv,2026-07-10 02:30:49
